DW_CLIENTES;customerkey;customer
6ec76b350565166f17ed9f7eee2242d9b333f06d11932b59145305643335985f;10019194;Kerite Company
7f4a9c139862790041df8935653d0187d3a5391c3ca422319b1f5827cbe88a5c;10024255;Sigma Shop
9dca3de4529ddf09747afb743b44233b9e5b20143402006701ece3b2dc88bf5d;10023471;Road Warriors
8c33eb1b3ba3c9ac6e306b2a7efb49d77d33244f07fa1d5b251ce9b011b93283;10024246;Siemens Supermarket
a6fe5f0f8ddb2d3864597558f782eb4bcd2699ba7b7f45fcae6aa5a40026fb5b;10014238;Harbor Store
660cfd2c6260d783dc8a462c2da6252a472b365e3901397cc84c37fe88164498;10026294;Wasabi Shop
8b5f49caa96ae79a9824013c2a52287dfde0b4075f2694e0cbb73980003907a8;10012851;Gailey Market
44cae6df536aa6fea4e3bd685ad6d7d22f219dfd732e64f71689d31eaa838971;10007183;C.O.F. Shop
9b3d0f89fddfb210cb48524f24d296475cbe617155a37eb2afa81b2acabe47e7;10014804;HCS Shop
b58d4fbe2efa17d486ae159d042a4cff172c629ea47d717640f6590c41da56f3;10010914;Editor Shop
2b18abe3279c27f69c042cd6a3dd72b32445140b10afa57278e9261eb30e4d7b;10024550;Southwire Store
83baf6768747b9d227b4dd3c410d7c1c4b1096156cc61e44e9a70b7a5b394d01;10004302;Berkeley Supermarket
48077f6027431d1cee700aa2255ea517a5c6ba8225e8a30762822d8ce5247c5c;10002244;ACS Market
2285ac7a6a813bfdf283d1c4d3f95a496c6e8e8a63438a3667ce3a83b28b2179;10009653;DCP Supermarket
c015c48b634034eabec5c51a4214f07f42d32f77cb07582de556926f4ed46ce6;10018628;K.C. Supermarket
cf4b543886cbd77645875eda8e50444102833f7e60c223b266885858d5327351;10011821;FenP Supermarket
e6b15ae1a2c04f3fe857c58e4aa21c16a5aaf5a234791f54b409af5690c374ec;10022434;R&R Store
84b0f79f06d83ad386cdd16df408549570dcc81613ff66d6fdcf2d7633d21ec1;10000473;Aaron Supermarket
eafa6c48af110003bf7a3f369bee875b10bac7e7e72d55d2e129d718e6c61b4a;10018580;K Supermarket
36d546cf79726f3e27981fffb557c0a37f3e25d7e7b520b7e90e9702e136abc1;10016542;Holy Supermarket
a7d0a288f52db0d46b1e155cec1d18be839c54a8a5efbdcee3d975de59cacb64;10020672;Oki Shop
cc7e79f4d21238403bdae9fc5840d0247d01210accd8d5e570daed45ff6be2c5;10020639;NECX Market
f211e75fd98c9452bf4097298df33c8666f853c26883e26feb90cced65f377d8;10005006;Betacorp Shop
86985cec8adae67dda8010a2deb8ac8e65fcb679a399209cdcb3da01fb07a182;10019400;Keystar Superstore
c7e24ebe43f1c29e658a6e11bcf82d6bc18c47df92b984534ee9a7ae5a5f62c5;10022687;Ravenwerks Shop
9861d17586a8603dc35060269fc37788aeff5d6367644bbe95d581f41b187bea;10019469;kGS Shop
e35f8598706752b34ddde8ea0a90512f193043832bcd0a8947c54b0128b04acd;10026365;Whites
df99421ed2dc265ad7d729e0eae215065b95f3b08cfe5c537016a6ffe167b3d4;10021300;PageWave Megastore
482b2b70dfd73915ec8c29bd8faf931ec6896eeaca2db3a39c22c1a9d9ffc8d4;10002489;ACT Supermarket
cda045fa6ae07490bf9621a80418aecbc417b57df49705d27ad2d16be4398a2c;10018644;Kabbalah Shop
b94c9dd5647fab0f126e9e70ebcb8bbaaec36ee123fe8ee9aeb302ec35295f6e;10020491;Nbase Shop
59aa464f3c3000b8ad24609202a72189ada2a78d18741d0da99f94780024ac63;10020907;Onebox Shop
fc3311d0964e70ed4f8c88260e6832de2162cf961f770e506e44595e1614247c;10000460;Meals Market
8c537c6162f83318e31d9e81d389eed4d0669aaf9fea9d8524234ab09bd69f7f;10016548;Home Superstore
d9faa7746292da98a6348999d3fb63098e20adf5d4af3ebaf166650ab3ae4124;10021470;Papyrus Supermarket
36645f2f8dd6e635bb14aeb91f8f3b365c4673d4b14f53ae4031c1d515026f4b;10025418;Ultra-Image Shop
fd3b497d2dbf988a23084990ba1bff5c226f0ce518ddb8994f10f82e82d48687;10010855;ECI Supermarket
1c5b377402f80c706af4c121ba14524670620d4f2f3c163aeb7c4b04b803c32a;10023964;Science Store
7f24d1060bfa470575010b70e55394d2ebd29ff9c8c4af7aae6ee9d3dbf69b42;10024743;Stone Supermarket
dc9c54647543bc2232955e5970c33de4801340b216433002ba7ef40ac2cc21ce;10002765;Active Store
422f787c4fdf2ca4fef3eac5c0dafa5a3ea05f91d6cb725043d4dfd8c1479cd9;10026522;XCOM Shop
f06be7d486e4c37f6ae524452a4310f3ea1f2d563efd48de16a7ede66f9a05ba;10020914;Onetouch Supermarket
3a5d5c2312862fc2d623917860c89406a6198dab83e3338d2db9ad90e9a51352;10015956;Hidden Market
15e67dac37cb292df9a8749c9b67175676341a069dcd29319955dda5ada4abea;10025022;Take Supermarket
2455786ee828ce57e3a4d28610bbfe2ef62a047fd8b2a3f715b57072df8c84bb;10015495;Hennings
c93fe1949c0775163bf16be1e1414754b862100d157faca9a8822c257537054d;10013079;Gandalf Supermarket
0a756b599b1f8b11e31573e364eeca68a646d2c2996f7a2dc9aa9d85c562046d;10009639;Data Supermarket
f96e3e649212d41d21b143c165a9f4d95b6b0643f9685b67c91078ae74ae6a2a;10019109;KentISP Shop
0ae4e0fbb1276f827e0e8651115c568e5764aa030bd83f39db941bcea9f90277;10011521;Farr Market
0b226b950316bc36bf04fe5ca06e9a49483c6b5f58fc682d8ab5f5b78828ddf2;10022167;Quallaby Megaplace
f0b475417d44a269c91b38a7cf9a71ca3b1abc4016286d41012052a87b9871f9;10025033;Tally Store
b2d870fd46f510f9ca626f14da8f2f862a9ecd4d9a4d5208aaf2782f4b5191b9;10020413;Molson Store
aada26d2559205e00febe511311e2d404190dc03702a467c7798c09ec094a8da;10023703;Sarcom Shop
ef5aed86c4d1c2269b3ec1e50af5ddc6eefc2c153b7a716e56e25bce324a7fb3;10024248;Sifton Supermarket
1a905e8733450b7b62e48781e3b7f5b7cf3f603d6e7f6a0b51a0cac5a11cef85;10007566;Cambio Shop
51e817b3c7cf17ef4b7bde509c4fa027dae1ae363e6292ed885c4915babd68dd;10000488;ABI Supermarket
14d04dde10df8097e534aaeb40ef6f864b3b3909de5a11190fdacf2d4033c6f9;10025039;Tandy Superstore
d6983082e51f7f61122342a93fafb30157652f94f0addb2e25bf3f94249dd3be;10019066;KENROB Megaplace
fab9eb64ef0ee63f2e4e9b1d05cebcfe857b35a8cce1788aa6391d885e237900;10020247;MAXSTRAT Shop
62590cbbee4a084fd736eb3a385c82bcad362f4950a2190933161692b4a2eced;10021184;Pacific Supermarket
5f262c650e1e3f78cd281a7bbf526a07fb58ee6773ebc899b2f83bab84d4b317;10021203;Pacific Market
feb418c5fee3bebdd9445a98f106534b170a7aeae469855ca2dcbc3d3ff7c6fb;10005919;Big Store
40791d9f6c3d928afcc81a84e2ecd7e67f78496da82aefccc4b053d51d137dd5;10021286;PagePoint Shop
68c1578efcc8a2713a8f447ae3bf1a00c08c88834b7ab0429f6347d9e9abcb3c;10025049;Tao Store
3c6fcfa512b9ba84475e1dd5f8b7ed496fc5cdf4c666ffe4723896531bb2441c;10024477;Smith Supermarket
16b236904d931e787f49b1bb0160e8aac14f37c12d5e1829d2319fb4f1fcdcab;10017054;Icon Market
41ae0c61fbcf86de7a95a67a50e517e6d8c16949d4f1be07c468ce12f70a6c58;10000601;Radio Market
984c266a2077c9ad477bc99b66172a8f056be2399df18e8bec3150b3bd50bc55;10021283;PageBoy Shop
84200e3d6a1297dac272fab27d3aa978486c8a0e70ba803c67fc19fb50fc9bf7;10021240;PAGE Shop
072411c3cf3dec19bb7184f2b15ff9d4169a0e73a7451f7ea85962770d5cdc7e;10011546;Farrell Supermarket
d1a091bbe9cda899db9efdfb3665aabe472dc1ed37eb3d56a9619902ec7b73d6;10023715;Diss Gigastore
f7d0a74f994d4e769fe8ca9c31ae2e2a2f9d8de18be3725a2981cbc1b59eda2d;10021936;Pink Supermarket
252e2eaaa0ca75d8ba8fdbf90d3cdac26b9506695ac028580b95299e697ea9f4;10020662;Nematron Shop
d88dd31ddebe87556a5637c1b010fc30d7f20cedfc516a47c49804124742e0c6;10000499;ABSolute Shop
24723d81eccfe3c3b5456b1909544212450f2b87fa35229a579d70a0502d7eb5;10011981;FIBERWORKS Shop
fac78fcf28cfb06cd4acb586f9a21d295ee12fddc011d209ca54f19728cc94a2;10016047;High Store
b831f81a2b0bc8d9163eb140a17f1efdc02427ab3d5c47f11244566a58628feb;10019897;Livermore Store
591e757c88d742d769b0c21fc0ff44d068696e5f08bd1f638739885e4800a9e6;10006805;Bitstream Shop
cbc5b6d4816c75c4a74ec5472907c8e1c19cd6a12b0c0cbb1cb67aab6c5c5788;10019812;Lewis Supermarket
8f5a550cc021bca56ece2c56babea5393c99267bd93d29d42af77f19785c9744;10024006;ScotGold Market
76ead8178e158cc5879fc80e75ddffa5695ceb42a1c17b80d59edb8f15970706;10005099;BF Supermarket
78b8a6a173964e77b550a2355e531c62eab59284fafd23206fa775ba949b3292;10018603;K&K Supermarket
8e8e5e510c6939ee70e225f7a52ccb32efe01c98b7ca811c10a0032c00678705;10022490;Racal-Datacom Shop
2b70e51f570ae95638176faaabca980a4d90abb5c60b34ec579df427098b66db;10015253;Hekimian Store
4577f962943544b107611090b7e4523e398869172bb06ab2d52e1c8e630d8f15;10020449;Nancy Supermarket
0e561c5bc200aba7f6100cb474b1b85dc9c61d74db94a841a3c2ad5b0ba38fbe;10006862;BL Supermarket
061f596b79a5ba81684630332b4562eac9a4aeed1a661b03d330b141e5ab22ec;10021158;Pacific Supermarket
56a67a2fd688da3b02dbe408a01ba9fcb557e307f918eabf24f2d10f25bac63c;10020193;Maui Store
fadfca947d9796ef0293dcb397891177b96752bdae2d537a1131c4e000b4dead;10007123;C Supermarket
a8ce6fcf94d757d08b878c8665729cbef5c2406f8852b3fad8b794092ad61ca3;10002139;Accrue Shop
7491360849a04c62bcfc271893f32c4cb3a0d36e9320144fa402a6329fdc1d96;10002159;ACI Shop
393f9e700df5ae0c65f0af5a87e1371ad2a7e4fcde75c8667d488dfc394b41ff;10016807;Ibis Shop
977005b099cd529fe5806d5913abeed1e601cd31c22603a50b64bc5bcea28bbf;10021231;Packard Supermarket
e1ee0b3bad060940f00d50f30ac82c77f4ce412a6ba070b1d692336ad2291d32;10010935;Edna Megaplace
1d568f6d3d12367ef82982399f599f1a2a8d4204c04f1cb3e062a5ebe768eeb2;10013312;Gate9th Shop
99e9d62ac84f537e3e1ea7b3b2a617c12fe79247382ba763337ff8de4321e625;10002240;ACS Shop
f404e7972ee09f059b456c33e7381168f598ce640b81624d2805607b0cc95b83;10022431;R&J Shop
99d4fc6d3f3f8ec1fd41ba047534f305fbc4d64e5ae6507d5011cb5f019a372d;10020266;Maxwell Supermarket
7c4ef883a0204b0573045e6742c45f127c4a1ad85c7a8295912baaa64f293910;10007258;C3I Shop
8e1e600466bb845e20da33f27a70964ca4b6e500dc36dd930777900abb43622b;10018885;Kawneer Market
868ae031f428080211ddbd33d0af55f4bae599c315d635ab214e98f53437bd9a;10014810;Healtheon Shop
c775e06fcd4bd0165216b101473db00963db6643c91c94fc43e92755560b7be3;10017036;Icon Superstore
d838cd7106dd53ddd33f7f540d774919770958529cea724e27a87fc378d73388;10017314;Idyllwild Shop
3cd65e5756ddadd9bd56c7b8e134c56446052e275a4c1172d26b71d5aad5748e;10024003;Scientific Supermarket
2749d29bf7dfae24ad9089ed14bef70f110b7127de6e3902fc1bda9f1d2ad790;10026336;WBM Store
d00b353fd8e05a02c601b62db2f2a0a6c598e8c9ae8ee245decab5dbba24a543;10025032;Talkland Shop
dec0d2b1dcc0b9e5b8fc1161aad8d6c40a1aff11dcd63e210e817454f3f19b75;10026355;We Market
0a7e3fd6e27cb1dff05344eb39f744d6154f165bbd763ca96b2660d510505894;10007355;CAF Market
3dee3bc66838e920f502bc17e471cf5b2b6c14f44153f8be2966c55e02bb9b30;10013238;Gastown Store
ebb527b06d2ed0626fca509cf496c798c00c8e33bb0319e0141bbb1ac801a7ea;10023778;Satronix Shop
49d9e82a0cda10d0ee98af68bb7b6a9537f34a4d766096a9bf0dcd8325d64dbc;10019150;Kentucky Supermarket
