Address Number;Business Family;Business Unit;Customer;CustomerKey;Customer Type;Division;Line of Business;Phone;Region Code;Regional Sales Mgr;Search Type
10025919;R3;1;Vanstars;10025919;G2;2;M1;816-455-8733;1;S16;C
10026006;R3;1;Vector USA;10026006;G3;1;   ;816-455-8733;0;S5;C
10026009;R3;1;Vectrix Shop;10026009;G1;1;M1;816-455-8733;5;S18;C
10026023;R3;1;VEI Shop;10026023;G2;1;   ;816-455-8733;5;S15;C
10026038;R3;1;Velos Supermarket;10026038;G1;1;M1;816-455-8733;5;S19;C
10026055;R3;1;Dellovade, Supermarket;10026055;G2;2;   ;816-455-8733;4;S16;C
10026062;R2;1;Venable Shop;10026062;G2;2;   ;816-455-8733;2;S5;C
10026078;R3;1;Venred Shop;10026078;G2;2;   ;816-455-8733;4;S16;C
10026081;O2;1;Ventana Maxistore;10026081;G1;1;   ;816-455-8733;5;S1;C
10026268;R2;1;WarRoom Store;10026268;G3;1;   ;816-455-8733;0;S8;C
10026291;R3;1;Warsun Supermarket;10026291;G2;2;   ;816-455-8733;4;S16;C
10026294;R3;1;Wasabi Shop;10026294;G1;1;M1;816-455-8733;5;S19;C
10026299;R3;1;Watcom Maxistore;10026299;G2;2;   ;816-455-8733;2;S16;C
10026334;R3;1;Wayne's Market;10026334;G2;1;   ;816-455-8733;5;S16;C
10026336;R3;1;WBM Store;10026336;G2;2;   ;816-455-8733;2;S16;C
10026348;O1;1;WDND Shop;10026348;G2;2;   ;816-455-8733;2;S5;C
10026355;R3;1;We Market;10026355;G2;2;   ;816-455-8733;1;S3;C
10026365;R3;1;Whites;10026365;G2;1;   ;816-455-8733;5;S16;C
10026438;R3;1;PLAINFIELD Market;10026438;G1;1;M1;816-455-8733;5;S19;C
10026521;R3;1;Xcert Shop;10026521;G1;1;M1;816-455-8733;5;S20;C
10026522;R3;1;XCOM Shop;10026522;G2;2;   ;816-455-8733;4;S16;C
10026532;R2;1;Xediom Shop;10026532;G2;2;   ;816-455-8733;4;S5;C
10026536;R3;1;Xenet Shop;10026536;G2;2;   ;816-455-8733;2;S1;C
10026560;O2;1;Xentec Shop;10026560;G2;2;   ;816-455-8733;4;S12;C
10026581;R3;1;Xetron Shop;10026581;G2;2;   ;816-455-8733;2;S16;C
10026606;O2;1;Xilinix Midstore;10026606;G2;2;   ;816-455-8733;4;S12;C
10026839;R3;1;Xtreme Shop;10026839;G2;2;M1;816-455-8733;2;S16;C
10026843;R3;1;XVT Shop;10026843;G2;2;   ;816-455-8733;1;S1;C
10026861;R3;1;Xyplex Shop;10026861;G2;2;   ;816-455-8733;1;S16;C
10026868;R3;1;Xyratex Shop;10026868;G1;1;M1;816-455-8733;5;S16;C
10027050;R3;1;Your Market;10027050;G2;2;   ;816-455-8733;4;S9;C
10027053;R3;1;YourFuture Shop;10027053;G2;2;   ;816-455-8733;4;S9;C
10027082;R3;1;ySecret Shop;10027082;G3;1;   ;816-455-8733;0;S5;C
10027119;R3;1;Yurie Market;10027119;G2;1;   ;816-455-8733;5;S16;C
10027340;R3;1;Zentrum Market;10027340;G2;2;   ;816-455-8733;3;S16;C
10027348;R2;1;Zephyr Shop;10027348;G2;2;   ;816-455-8733;2;S5;I
10027356;R3;1;Zero Market;10027356;G2;2;   ;816-455-8733;4;S1;C
10027370;R3;1;Zeroo Gigastore;10027370;G1;1;M1;816-455-8733;5;S19;C
10027381;R3;1;Zero-Knowledge Supermarket;10027381;G2;2;   ;816-455-8733;1;S16;C
10027560;R2;1;Zilog Shop;10027560;G2;2;   ;816-455-8733;2;S1;C
10027572;R3;1;ZipLip.Com Shop;10027572;G2;2;   ;816-455-8733;3;S1;C
10027575;R3;1;Zitel Shop;10027575;G2;2;   ;816-455-8733;2;S1;C
10027583;R2;1;zNET Shop;10027583;G2;2;   ;816-455-8733;4;S5;C
10027629;O2;1;Zocalo Shop;10027629;G2;2;   ;816-455-8733;4;S12;C
